application_date,segment,branch_id,state,zone,case_count
06/07/17,1,1,WEST BENGAL,EAST,8
07/07/17,1,1,WEST BENGAL,EAST,40
10/07/17,1,1,WEST BENGAL,EAST,147
11/07/17,1,1,WEST BENGAL,EAST,108
12/07/17,1,1,WEST BENGAL,EAST,108
13/07/17,1,1,WEST BENGAL,EAST,95
14/07/17,1,1,WEST BENGAL,EAST,116
15/07/17,1,1,WEST BENGAL,EAST,86
16/07/17,1,1,WEST BENGAL,EAST,60
17/07/17,1,1,WEST BENGAL,EAST,133
18/07/17,1,1,WEST BENGAL,EAST,124
19/07/17,1,1,WEST BENGAL,EAST,142
20/07/17,1,1,WEST BENGAL,EAST,87
21/07/17,1,1,WEST BENGAL,EAST,107
22/07/17,1,1,WEST BENGAL,EAST,64
23/07/17,1,1,WEST BENGAL,EAST,41
24/07/17,1,1,WEST BENGAL,EAST,77
25/07/17,1,1,WEST BENGAL,EAST,79
26/07/17,1,1,WEST BENGAL,EAST,111
27/07/17,1,1,WEST BENGAL,EAST,75
28/07/17,1,1,WEST BENGAL,EAST,101
29/07/17,1,1,WEST BENGAL,EAST,85
30/07/17,1,1,WEST BENGAL,EAST,75
31/07/17,1,1,WEST BENGAL,EAST,716
01/08/17,1,1,WEST BENGAL,EAST,59
03/08/17,1,1,WEST BENGAL,EAST,1
04/08/17,1,1,WEST BENGAL,EAST,0
05/08/17,1,1,WEST BENGAL,EAST,1
06/08/17,1,1,WEST BENGAL,EAST,0
07/08/17,1,1,WEST BENGAL,EAST,167
08/08/17,1,1,WEST BENGAL,EAST,136
09/08/17,1,1,WEST BENGAL,EAST,108
10/08/17,1,1,WEST BENGAL,EAST,130
11/08/17,1,1,WEST BENGAL,EAST,146
12/08/17,1,1,WEST BENGAL,EAST,125
13/08/17,1,1,WEST BENGAL,EAST,78
14/08/17,1,1,WEST BENGAL,EAST,202
15/08/17,1,1,WEST BENGAL,EAST,66
16/08/17,1,1,WEST BENGAL,EAST,202
17/08/17,1,1,WEST BENGAL,EAST,136
18/08/17,1,1,WEST BENGAL,EAST,142
19/08/17,1,1,WEST BENGAL,EAST,138
20/08/17,1,1,WEST BENGAL,EAST,113
21/08/17,1,1,WEST BENGAL,EAST,179
22/08/17,1,1,WEST BENGAL,EAST,170
23/08/17,1,1,WEST BENGAL,EAST,186
24/08/17,1,1,WEST BENGAL,EAST,154
25/08/17,1,1,WEST BENGAL,EAST,195
26/08/17,1,1,WEST BENGAL,EAST,150
27/08/17,1,1,WEST BENGAL,EAST,131
28/08/17,1,1,WEST BENGAL,EAST,218
29/08/17,1,1,WEST BENGAL,EAST,145
30/08/17,1,1,WEST BENGAL,EAST,207
31/08/17,1,1,WEST BENGAL,EAST,1397
04/09/17,1,1,WEST BENGAL,EAST,3
05/09/17,1,1,WEST BENGAL,EAST,109
07/09/17,1,1,WEST BENGAL,EAST,103
08/09/17,1,1,WEST BENGAL,EAST,225
09/09/17,1,1,WEST BENGAL,EAST,185
10/09/17,1,1,WEST BENGAL,EAST,202
11/09/17,1,1,WEST BENGAL,EAST,263
12/09/17,1,1,WEST BENGAL,EAST,259
13/09/17,1,1,WEST BENGAL,EAST,254
14/09/17,1,1,WEST BENGAL,EAST,311
15/09/17,1,1,WEST BENGAL,EAST,362
16/09/17,1,1,WEST BENGAL,EAST,299
17/09/17,1,1,WEST BENGAL,EAST,135
18/09/17,1,1,WEST BENGAL,EAST,342
19/09/17,1,1,WEST BENGAL,EAST,325
20/09/17,1,1,WEST BENGAL,EAST,335
21/09/17,1,1,WEST BENGAL,EAST,303
22/09/17,1,1,WEST BENGAL,EAST,339
23/09/17,1,1,WEST BENGAL,EAST,350
24/09/17,1,1,WEST BENGAL,EAST,416
25/09/17,1,1,WEST BENGAL,EAST,424
26/09/17,1,1,WEST BENGAL,EAST,526
27/09/17,1,1,WEST BENGAL,EAST,311
28/09/17,1,1,WEST BENGAL,EAST,96
29/09/17,1,1,WEST BENGAL,EAST,39
30/09/17,1,1,WEST BENGAL,EAST,1417
01/10/17,1,1,WEST BENGAL,EAST,22
02/10/17,1,1,WEST BENGAL,EAST,3
03/10/17,1,1,WEST BENGAL,EAST,3
04/10/17,1,1,WEST BENGAL,EAST,5
05/10/17,1,1,WEST BENGAL,EAST,8
06/10/17,1,1,WEST BENGAL,EAST,2
07/10/17,1,1,WEST BENGAL,EAST,2
08/10/17,1,1,WEST BENGAL,EAST,8
09/10/17,1,1,WEST BENGAL,EAST,87
10/10/17,1,1,WEST BENGAL,EAST,137
11/10/17,1,1,WEST BENGAL,EAST,275
12/10/17,1,1,WEST BENGAL,EAST,218
13/10/17,1,1,WEST BENGAL,EAST,249
14/10/17,1,1,WEST BENGAL,EAST,235
15/10/17,1,1,WEST BENGAL,EAST,243
16/10/17,1,1,WEST BENGAL,EAST,406
17/10/17,1,1,WEST BENGAL,EAST,428
18/10/17,1,1,WEST BENGAL,EAST,392
19/10/17,1,1,WEST BENGAL,EAST,277
20/10/17,1,1,WEST BENGAL,EAST,134
21/10/17,1,1,WEST BENGAL,EAST,58
22/10/17,1,1,WEST BENGAL,EAST,112
23/10/17,1,1,WEST BENGAL,EAST,215
24/10/17,1,1,WEST BENGAL,EAST,191
25/10/17,1,1,WEST BENGAL,EAST,190
26/10/17,1,1,WEST BENGAL,EAST,149
27/10/17,1,1,WEST BENGAL,EAST,201
28/10/17,1,1,WEST BENGAL,EAST,160
29/10/17,1,1,WEST BENGAL,EAST,109
30/10/17,1,1,WEST BENGAL,EAST,200
31/10/17,1,1,WEST BENGAL,EAST,1054
01/11/17,1,1,WEST BENGAL,EAST,44
02/11/17,1,1,WEST BENGAL,EAST,0
03/11/17,1,1,WEST BENGAL,EAST,0
04/11/17,1,1,WEST BENGAL,EAST,0
05/11/17,1,1,WEST BENGAL,EAST,1
06/11/17,1,1,WEST BENGAL,EAST,0
07/11/17,1,1,WEST BENGAL,EAST,6
08/11/17,1,1,WEST BENGAL,EAST,111
09/11/17,1,1,WEST BENGAL,EAST,127
10/11/17,1,1,WEST BENGAL,EAST,129
11/11/17,1,1,WEST BENGAL,EAST,124
12/11/17,1,1,WEST BENGAL,EAST,82
13/11/17,1,1,WEST BENGAL,EAST,158
14/11/17,1,1,WEST BENGAL,EAST,132
15/11/17,1,1,WEST BENGAL,EAST,79
16/11/17,1,1,WEST BENGAL,EAST,93
17/11/17,1,1,WEST BENGAL,EAST,115
18/11/17,1,1,WEST BENGAL,EAST,123
19/11/17,1,1,WEST BENGAL,EAST,239
20/11/17,1,1,WEST BENGAL,EAST,0
21/11/17,1,1,WEST BENGAL,EAST,139
22/11/17,1,1,WEST BENGAL,EAST,126
23/11/17,1,1,WEST BENGAL,EAST,123
24/11/17,1,1,WEST BENGAL,EAST,124
25/11/17,1,1,WEST BENGAL,EAST,115
26/11/17,1,1,WEST BENGAL,EAST,71
27/11/17,1,1,WEST BENGAL,EAST,131
28/11/17,1,1,WEST BENGAL,EAST,111
29/11/17,1,1,WEST BENGAL,EAST,140
30/11/17,1,1,WEST BENGAL,EAST,449
01/12/17,1,1,WEST BENGAL,EAST,0
02/12/17,1,1,WEST BENGAL,EAST,0
03/12/17,1,1,WEST BENGAL,EAST,11
04/12/17,1,1,WEST BENGAL,EAST,114
05/12/17,1,1,WEST BENGAL,EAST,141
06/12/17,1,1,WEST BENGAL,EAST,127
07/12/17,1,1,WEST BENGAL,EAST,106
08/12/17,1,1,WEST BENGAL,EAST,136
09/12/17,1,1,WEST BENGAL,EAST,107
10/12/17,1,1,WEST BENGAL,EAST,52
11/12/17,1,1,WEST BENGAL,EAST,174
12/12/17,1,1,WEST BENGAL,EAST,162
13/12/17,1,1,WEST BENGAL,EAST,166
14/12/17,1,1,WEST BENGAL,EAST,145
15/12/17,1,1,WEST BENGAL,EAST,165
16/12/17,1,1,WEST BENGAL,EAST,90
17/12/17,1,1,WEST BENGAL,EAST,105
18/12/17,1,1,WEST BENGAL,EAST,236
19/12/17,1,1,WEST BENGAL,EAST,163
20/12/17,1,1,WEST BENGAL,EAST,216
21/12/17,1,1,WEST BENGAL,EAST,104
22/12/17,1,1,WEST BENGAL,EAST,84
23/12/17,1,1,WEST BENGAL,EAST,144
24/12/17,1,1,WEST BENGAL,EAST,98
25/12/17,1,1,WEST BENGAL,EAST,120
26/12/17,1,1,WEST BENGAL,EAST,178
27/12/17,1,1,WEST BENGAL,EAST,160
28/12/17,1,1,WEST BENGAL,EAST,156
29/12/17,1,1,WEST BENGAL,EAST,210
30/12/17,1,1,WEST BENGAL,EAST,174
31/12/17,1,1,WEST BENGAL,EAST,925
01/01/18,1,1,WEST BENGAL,EAST,81
02/01/18,1,1,WEST BENGAL,EAST,0
03/01/18,1,1,WEST BENGAL,EAST,0
04/01/18,1,1,WEST BENGAL,EAST,0
05/01/18,1,1,WEST BENGAL,EAST,130
06/01/18,1,1,WEST BENGAL,EAST,89
08/01/18,1,1,WEST BENGAL,EAST,0
09/01/18,1,1,WEST BENGAL,EAST,125
10/01/18,1,1,WEST BENGAL,EAST,133
11/01/18,1,1,WEST BENGAL,EAST,117
12/01/18,1,1,WEST BENGAL,EAST,148
13/01/18,1,1,WEST BENGAL,EAST,123
14/01/18,1,1,WEST BENGAL,EAST,113
15/01/18,1,1,WEST BENGAL,EAST,176
16/01/18,1,1,WEST BENGAL,EAST,161
17/01/18,1,1,WEST BENGAL,EAST,176
18/01/18,1,1,WEST BENGAL,EAST,131
19/01/18,1,1,WEST BENGAL,EAST,195
20/01/18,1,1,WEST BENGAL,EAST,178
21/01/18,1,1,WEST BENGAL,EAST,148
22/01/18,1,1,WEST BENGAL,EAST,143
23/01/18,1,1,WEST BENGAL,EAST,188
24/01/18,1,1,WEST BENGAL,EAST,151
25/01/18,1,1,WEST BENGAL,EAST,128
26/01/18,1,1,WEST BENGAL,EAST,67
27/01/18,1,1,WEST BENGAL,EAST,129
28/01/18,1,1,WEST BENGAL,EAST,105
29/01/18,1,1,WEST BENGAL,EAST,163
30/01/18,1,1,WEST BENGAL,EAST,162
31/01/18,1,1,WEST BENGAL,EAST,667
01/02/18,1,1,WEST BENGAL,EAST,65
02/02/18,1,1,WEST BENGAL,EAST,0
03/02/18,1,1,WEST BENGAL,EAST,0
05/02/18,1,1,WEST BENGAL,EAST,167
06/02/18,1,1,WEST BENGAL,EAST,185
07/02/18,1,1,WEST BENGAL,EAST,176
08/02/18,1,1,WEST BENGAL,EAST,127
09/02/18,1,1,WEST BENGAL,EAST,176
10/02/18,1,1,WEST BENGAL,EAST,153
11/02/18,1,1,WEST BENGAL,EAST,106
12/02/18,1,1,WEST BENGAL,EAST,179
13/02/18,1,1,WEST BENGAL,EAST,195
14/02/18,1,1,WEST BENGAL,EAST,227
15/02/18,1,1,WEST BENGAL,EAST,144
16/02/18,1,1,WEST BENGAL,EAST,194
17/02/18,1,1,WEST BENGAL,EAST,145
18/02/18,1,1,WEST BENGAL,EAST,123
19/02/18,1,1,WEST BENGAL,EAST,149
20/02/18,1,1,WEST BENGAL,EAST,156
21/02/18,1,1,WEST BENGAL,EAST,184
22/02/18,1,1,WEST BENGAL,EAST,157
23/02/18,1,1,WEST BENGAL,EAST,194
24/02/18,1,1,WEST BENGAL,EAST,164
25/02/18,1,1,WEST BENGAL,EAST,125
26/02/18,1,1,WEST BENGAL,EAST,211
27/02/18,1,1,WEST BENGAL,EAST,176
28/02/18,1,1,WEST BENGAL,EAST,715
01/03/18,1,1,WEST BENGAL,EAST,2
03/03/18,1,1,WEST BENGAL,EAST,0
05/03/18,1,1,WEST BENGAL,EAST,241
06/03/18,1,1,WEST BENGAL,EAST,180
07/03/18,1,1,WEST BENGAL,EAST,178
08/03/18,1,1,WEST BENGAL,EAST,169
09/03/18,1,1,WEST BENGAL,EAST,201
10/03/18,1,1,WEST BENGAL,EAST,172
11/03/18,1,1,WEST BENGAL,EAST,136
12/03/18,1,1,WEST BENGAL,EAST,243
13/03/18,1,1,WEST BENGAL,EAST,217
14/03/18,1,1,WEST BENGAL,EAST,221
15/03/18,1,1,WEST BENGAL,EAST,158
16/03/18,1,1,WEST BENGAL,EAST,225
17/03/18,1,1,WEST BENGAL,EAST,173
18/03/18,1,1,WEST BENGAL,EAST,166
19/03/18,1,1,WEST BENGAL,EAST,244
20/03/18,1,1,WEST BENGAL,EAST,220
21/03/18,1,1,WEST BENGAL,EAST,197
22/03/18,1,1,WEST BENGAL,EAST,196
23/03/18,1,1,WEST BENGAL,EAST,214
24/03/18,1,1,WEST BENGAL,EAST,200
25/03/18,1,1,WEST BENGAL,EAST,183
26/03/18,1,1,WEST BENGAL,EAST,249
27/03/18,1,1,WEST BENGAL,EAST,209
28/03/18,1,1,WEST BENGAL,EAST,255
29/03/18,1,1,WEST BENGAL,EAST,187
30/03/18,1,1,WEST BENGAL,EAST,233
31/03/18,1,1,WEST BENGAL,EAST,1657
01/04/18,1,1,WEST BENGAL,EAST,0
02/04/18,1,1,WEST BENGAL,EAST,0
03/04/18,1,1,WEST BENGAL,EAST,0
04/04/18,1,1,WEST BENGAL,EAST,0
05/04/18,1,1,WEST BENGAL,EAST,0
06/04/18,1,1,WEST BENGAL,EAST,0
07/04/18,1,1,WEST BENGAL,EAST,0
08/04/18,1,1,WEST BENGAL,EAST,4
09/04/18,1,1,WEST BENGAL,EAST,405
10/04/18,1,1,WEST BENGAL,EAST,3
11/04/18,1,1,WEST BENGAL,EAST,256
12/04/18,1,1,WEST BENGAL,EAST,198
13/04/18,1,1,WEST BENGAL,EAST,232
14/04/18,1,1,WEST BENGAL,EAST,241
15/04/18,1,1,WEST BENGAL,EAST,348
16/04/18,1,1,WEST BENGAL,EAST,278
17/04/18,1,1,WEST BENGAL,EAST,231
18/04/18,1,1,WEST BENGAL,EAST,224
19/04/18,1,1,WEST BENGAL,EAST,195
20/04/18,1,1,WEST BENGAL,EAST,207
21/04/18,1,1,WEST BENGAL,EAST,167
22/04/18,1,1,WEST BENGAL,EAST,147
23/04/18,1,1,WEST BENGAL,EAST,228
24/04/18,1,1,WEST BENGAL,EAST,209
25/04/18,1,1,WEST BENGAL,EAST,220
26/04/18,1,1,WEST BENGAL,EAST,188
27/04/18,1,1,WEST BENGAL,EAST,199
28/04/18,1,1,WEST BENGAL,EAST,183
29/04/18,1,1,WEST BENGAL,EAST,164
30/04/18,1,1,WEST BENGAL,EAST,305
01/05/18,1,1,WEST BENGAL,EAST,1
02/05/18,1,1,WEST BENGAL,EAST,208
03/05/18,1,1,WEST BENGAL,EAST,184
04/05/18,1,1,WEST BENGAL,EAST,197
05/05/18,1,1,WEST BENGAL,EAST,182
06/05/18,1,1,WEST BENGAL,EAST,154
07/05/18,1,1,WEST BENGAL,EAST,255
08/05/18,1,1,WEST BENGAL,EAST,201
09/05/18,1,1,WEST BENGAL,EAST,227
10/05/18,1,1,WEST BENGAL,EAST,162
11/05/18,1,1,WEST BENGAL,EAST,170
12/05/18,1,1,WEST BENGAL,EAST,183
13/05/18,1,1,WEST BENGAL,EAST,114
14/05/18,1,1,WEST BENGAL,EAST,122
15/05/18,1,1,WEST BENGAL,EAST,218
16/05/18,1,1,WEST BENGAL,EAST,207
17/05/18,1,1,WEST BENGAL,EAST,154
18/05/18,1,1,WEST BENGAL,EAST,180
19/05/18,1,1,WEST BENGAL,EAST,177
20/05/18,1,1,WEST BENGAL,EAST,169
21/05/18,1,1,WEST BENGAL,EAST,256
22/05/18,1,1,WEST BENGAL,EAST,174
23/05/18,1,1,WEST BENGAL,EAST,191
24/05/18,1,1,WEST BENGAL,EAST,194
25/05/18,1,1,WEST BENGAL,EAST,201
26/05/18,1,1,WEST BENGAL,EAST,162
27/05/18,1,1,WEST BENGAL,EAST,182
28/05/18,1,1,WEST BENGAL,EAST,234
29/05/18,1,1,WEST BENGAL,EAST,191
30/05/18,1,1,WEST BENGAL,EAST,236
31/05/18,1,1,WEST BENGAL,EAST,341
01/06/18,1,1,WEST BENGAL,EAST,20
02/06/18,1,1,WEST BENGAL,EAST,215
03/06/18,1,1,WEST BENGAL,EAST,180
04/06/18,1,1,WEST BENGAL,EAST,308
05/06/18,1,1,WEST BENGAL,EAST,322
06/06/18,1,1,WEST BENGAL,EAST,289
07/06/18,1,1,WEST BENGAL,EAST,245
08/06/18,1,1,WEST BENGAL,EAST,268
09/06/18,1,1,WEST BENGAL,EAST,260
10/06/18,1,1,WEST BENGAL,EAST,315
11/06/18,1,1,WEST BENGAL,EAST,322
12/06/18,1,1,WEST BENGAL,EAST,314
13/06/18,1,1,WEST BENGAL,EAST,515
14/06/18,1,1,WEST BENGAL,EAST,523
15/06/18,1,1,WEST BENGAL,EAST,643
16/06/18,1,1,WEST BENGAL,EAST,198
17/06/18,1,1,WEST BENGAL,EAST,198
18/06/18,1,1,WEST BENGAL,EAST,341
19/06/18,1,1,WEST BENGAL,EAST,207
20/06/18,1,1,WEST BENGAL,EAST,279
21/06/18,1,1,WEST BENGAL,EAST,218
22/06/18,1,1,WEST BENGAL,EAST,284
23/06/18,1,1,WEST BENGAL,EAST,202
24/06/18,1,1,WEST BENGAL,EAST,141
25/06/18,1,1,WEST BENGAL,EAST,190
26/06/18,1,1,WEST BENGAL,EAST,134
27/06/18,1,1,WEST BENGAL,EAST,199
28/06/18,1,1,WEST BENGAL,EAST,191
29/06/18,1,1,WEST BENGAL,EAST,166
30/06/18,1,1,WEST BENGAL,EAST,321
01/07/18,1,1,WEST BENGAL,EAST,3
02/07/18,1,1,WEST BENGAL,EAST,142
03/07/18,1,1,WEST BENGAL,EAST,154
04/07/18,1,1,WEST BENGAL,EAST,134
05/07/18,1,1,WEST BENGAL,EAST,98
06/07/18,1,1,WEST BENGAL,EAST,84
07/07/18,1,1,WEST BENGAL,EAST,80
08/07/18,1,1,WEST BENGAL,EAST,59
09/07/18,1,1,WEST BENGAL,EAST,114
10/07/18,1,1,WEST BENGAL,EAST,122
11/07/18,1,1,WEST BENGAL,EAST,121
12/07/18,1,1,WEST BENGAL,EAST,80
13/07/18,1,1,WEST BENGAL,EAST,96
14/07/18,1,1,WEST BENGAL,EAST,95
15/07/18,1,1,WEST BENGAL,EAST,60
16/07/18,1,1,WEST BENGAL,EAST,102
17/07/18,1,1,WEST BENGAL,EAST,95
18/07/18,1,1,WEST BENGAL,EAST,92
19/07/18,1,1,WEST BENGAL,EAST,69
20/07/18,1,1,WEST BENGAL,EAST,89
21/07/18,1,1,WEST BENGAL,EAST,60
22/07/18,1,1,WEST BENGAL,EAST,44
23/07/18,1,1,WEST BENGAL,EAST,83
24/07/18,1,1,WEST BENGAL,EAST,96
25/07/18,1,1,WEST BENGAL,EAST,82
26/07/18,1,1,WEST BENGAL,EAST,34
27/07/18,1,1,WEST BENGAL,EAST,92
28/07/18,1,1,WEST BENGAL,EAST,54
29/07/18,1,1,WEST BENGAL,EAST,59
30/07/18,1,1,WEST BENGAL,EAST,109
31/07/18,1,1,WEST BENGAL,EAST,102
01/08/18,1,1,WEST BENGAL,EAST,51
02/08/18,1,1,WEST BENGAL,EAST,0
03/08/18,1,1,WEST BENGAL,EAST,64
04/08/18,1,1,WEST BENGAL,EAST,61
05/08/18,1,1,WEST BENGAL,EAST,44
06/08/18,1,1,WEST BENGAL,EAST,90
07/08/18,1,1,WEST BENGAL,EAST,64
08/08/18,1,1,WEST BENGAL,EAST,48
09/08/18,1,1,WEST BENGAL,EAST,51
10/08/18,1,1,WEST BENGAL,EAST,58
11/08/18,1,1,WEST BENGAL,EAST,69
12/08/18,1,1,WEST BENGAL,EAST,45
13/08/18,1,1,WEST BENGAL,EAST,88
14/08/18,1,1,WEST BENGAL,EAST,62
15/08/18,1,1,WEST BENGAL,EAST,26
16/08/18,1,1,WEST BENGAL,EAST,61
17/08/18,1,1,WEST BENGAL,EAST,72
18/08/18,1,1,WEST BENGAL,EAST,55
19/08/18,1,1,WEST BENGAL,EAST,33
20/08/18,1,1,WEST BENGAL,EAST,78
21/08/18,1,1,WEST BENGAL,EAST,92
22/08/18,1,1,WEST BENGAL,EAST,51
23/08/18,1,1,WEST BENGAL,EAST,51
24/08/18,1,1,WEST BENGAL,EAST,70
25/08/18,1,1,WEST BENGAL,EAST,60
26/08/18,1,1,WEST BENGAL,EAST,37
27/08/18,1,1,WEST BENGAL,EAST,82
28/08/18,1,1,WEST BENGAL,EAST,55
29/08/18,1,1,WEST BENGAL,EAST,57
30/08/18,1,1,WEST BENGAL,EAST,66
31/08/18,1,1,WEST BENGAL,EAST,93
01/09/18,1,1,WEST BENGAL,EAST,27
02/09/18,1,1,WEST BENGAL,EAST,0
03/09/18,1,1,WEST BENGAL,EAST,53
04/09/18,1,1,WEST BENGAL,EAST,60
05/09/18,1,1,WEST BENGAL,EAST,65
06/09/18,1,1,WEST BENGAL,EAST,57
07/09/18,1,1,WEST BENGAL,EAST,45
08/09/18,1,1,WEST BENGAL,EAST,55
09/09/18,1,1,WEST BENGAL,EAST,40
10/09/18,1,1,WEST BENGAL,EAST,69
11/09/18,1,1,WEST BENGAL,EAST,167
12/09/18,1,1,WEST BENGAL,EAST,264
13/09/18,1,1,WEST BENGAL,EAST,200
14/09/18,1,1,WEST BENGAL,EAST,177
15/09/18,1,1,WEST BENGAL,EAST,173
16/09/18,1,1,WEST BENGAL,EAST,211
17/09/18,1,1,WEST BENGAL,EAST,100
18/09/18,1,1,WEST BENGAL,EAST,184
19/09/18,1,1,WEST BENGAL,EAST,185
20/09/18,1,1,WEST BENGAL,EAST,115
21/09/18,1,1,WEST BENGAL,EAST,122
22/09/18,1,1,WEST BENGAL,EAST,113
23/09/18,1,1,WEST BENGAL,EAST,114
24/09/18,1,1,WEST BENGAL,EAST,135
25/09/18,1,1,WEST BENGAL,EAST,126
26/09/18,1,1,WEST BENGAL,EAST,114
27/09/18,1,1,WEST BENGAL,EAST,120
28/09/18,1,1,WEST BENGAL,EAST,184
29/09/18,1,1,WEST BENGAL,EAST,200
30/09/18,1,1,WEST BENGAL,EAST,409
01/10/18,1,1,WEST BENGAL,EAST,206
02/10/18,1,1,WEST BENGAL,EAST,1
03/10/18,1,1,WEST BENGAL,EAST,205
04/10/18,1,1,WEST BENGAL,EAST,175
05/10/18,1,1,WEST BENGAL,EAST,228
06/10/18,1,1,WEST BENGAL,EAST,163
07/10/18,1,1,WEST BENGAL,EAST,263
08/10/18,1,1,WEST BENGAL,EAST,272
09/10/18,1,1,WEST BENGAL,EAST,231
10/10/18,1,1,WEST BENGAL,EAST,262
11/10/18,1,1,WEST BENGAL,EAST,260
12/10/18,1,1,WEST BENGAL,EAST,289
13/10/18,1,1,WEST BENGAL,EAST,291
14/10/18,1,1,WEST BENGAL,EAST,468
15/10/18,1,1,WEST BENGAL,EAST,463
16/10/18,1,1,WEST BENGAL,EAST,346
17/10/18,1,1,WEST BENGAL,EAST,151
18/10/18,1,1,WEST BENGAL,EAST,68
19/10/18,1,1,WEST BENGAL,EAST,28
20/10/18,1,1,WEST BENGAL,EAST,145
21/10/18,1,1,WEST BENGAL,EAST,137
22/10/18,1,1,WEST BENGAL,EAST,237
23/10/18,1,1,WEST BENGAL,EAST,230
24/10/18,1,1,WEST BENGAL,EAST,241
25/10/18,1,1,WEST BENGAL,EAST,183
26/10/18,1,1,WEST BENGAL,EAST,178
27/10/18,1,1,WEST BENGAL,EAST,190
28/10/18,1,1,WEST BENGAL,EAST,167
29/10/18,1,1,WEST BENGAL,EAST,197
30/10/18,1,1,WEST BENGAL,EAST,156
